cell;cluster;region;country;global
537;MRT.537;SSA.168;SSA;MRT;GLO
538;MRT.538;SSA.168;SSA;MRT;GLO
539;MRT.539;SSA.168;SSA;MRT;GLO
540;MRT.540;SSA.173;SSA;MRT;GLO
541;MRT.541;SSA.173;SSA;MRT;GLO
542;MRT.542;SSA.190;SSA;MRT;GLO
543;MRT.543;SSA.180;SSA;MRT;GLO
544;MRT.544;SSA.180;SSA;MRT;GLO
545;MRT.545;SSA.191;SSA;MRT;GLO
546;MRT.546;SSA.191;SSA;MRT;GLO
547;MRT.547;SSA.191;SSA;MRT;GLO
548;MRT.548;SSA.191;SSA;MRT;GLO
549;MRT.549;SSA.179;SSA;MRT;GLO
550;ESH.550;MEA.103;MEA;ESH;GLO
551;ESH.551;MEA.108;MEA;ESH;GLO
552;ESH.552;MEA.103;MEA;ESH;GLO
553;LBR.553;SSA.153;SSA;LBR;GLO
554;LBR.554;SSA.182;SSA;LBR;GLO
555;LBR.555;SSA.172;SSA;LBR;GLO
556;LBR.556;SSA.182;SSA;LBR;GLO
557;LBR.557;SSA.162;SSA;LBR;GLO
558;GIN.558;SSA.162;SSA;GIN;GLO
559;GIN.559;SSA.188;SSA;GIN;GLO
560;GIN.560;SSA.188;SSA;GIN;GLO
561;GIN.561;SSA.188;SSA;GIN;GLO
562;GIN.562;SSA.188;SSA;GIN;GLO
563;GIN.563;SSA.188;SSA;GIN;GLO
564;GIN.564;SSA.188;SSA;GIN;GLO
565;GIN.565;SSA.188;SSA;GIN;GLO
566;MLI.566;SSA.184;SSA;MLI;GLO
567;MLI.567;SSA.184;SSA;MLI;GLO
568;MLI.568;SSA.184;SSA;MLI;GLO
569;MLI.569;SSA.184;SSA;MLI;GLO
570;MLI.570;SSA.184;SSA;MLI;GLO
571;MLI.571;SSA.169;SSA;MLI;GLO
572;MLI.572;SSA.159;SSA;MLI;GLO
573;MLI.573;SSA.157;SSA;MLI;GLO
574;MRT.574;SSA.157;SSA;MRT;GLO
575;MRT.575;SSA.159;SSA;MRT;GLO
576;MRT.576;SSA.190;SSA;MRT;GLO
577;MRT.577;SSA.190;SSA;MRT;GLO
578;MRT.578;SSA.171;SSA;MRT;GLO
579;MRT.579;SSA.171;SSA;MRT;GLO
580;MRT.580;SSA.190;SSA;MRT;GLO
581;MRT.581;SSA.158;SSA;MRT;GLO
582;MRT.582;SSA.168;SSA;MRT;GLO
583;MRT.583;SSA.168;SSA;MRT;GLO
584;MRT.584;SSA.168;SSA;MRT;GLO
585;MRT.585;SSA.173;SSA;MRT;GLO
586;MRT.586;SSA.173;SSA;MRT;GLO
587;MRT.587;SSA.180;SSA;MRT;GLO
588;MRT.588;SSA.186;SSA;MRT;GLO
589;MRT.589;SSA.180;SSA;MRT;GLO
590;MRT.590;SSA.191;SSA;MRT;GLO
591;MRT.591;SSA.191;SSA;MRT;GLO
592;MRT.592;SSA.191;SSA;MRT;GLO
593;MRT.593;SSA.191;SSA;MRT;GLO
594;MRT.594;SSA.179;SSA;MRT;GLO
595;ESH.595;MEA.103;MEA;ESH;GLO
596;ESH.596;MEA.108;MEA;ESH;GLO
597;ESH.597;MEA.103;MEA;ESH;GLO
598;LBR.598;SSA.182;SSA;LBR;GLO
599;LBR.599;SSA.182;SSA;LBR;GLO
600;LBR.600;SSA.182;SSA;LBR;GLO
601;LBR.601;SSA.162;SSA;LBR;GLO
602;CIV.602;SSA.162;SSA;CIV;GLO
603;CIV.603;SSA.153;SSA;CIV;GLO
604;GIN.604;SSA.188;SSA;GIN;GLO
605;GIN.605;SSA.153;SSA;GIN;GLO
606;GIN.606;SSA.153;SSA;GIN;GLO
607;GIN.607;SSA.172;SSA;GIN;GLO
608;GIN.608;SSA.188;SSA;GIN;GLO
609;GIN.609;SSA.188;SSA;GIN;GLO
610;MLI.610;SSA.188;SSA;MLI;GLO
611;MLI.611;SSA.188;SSA;MLI;GLO
612;MLI.612;SSA.184;SSA;MLI;GLO
613;MLI.613;SSA.184;SSA;MLI;GLO
614;MLI.614;SSA.169;SSA;MLI;GLO
615;MLI.615;SSA.184;SSA;MLI;GLO
616;MLI.616;SSA.184;SSA;MLI;GLO
617;MLI.617;SSA.169;SSA;MLI;GLO
618;MLI.618;SSA.159;SSA;MLI;GLO
619;MLI.619;SSA.159;SSA;MLI;GLO
620;MRT.620;SSA.159;SSA;MRT;GLO
621;MRT.621;SSA.159;SSA;MRT;GLO
622;MRT.622;SSA.190;SSA;MRT;GLO
623;MRT.623;SSA.190;SSA;MRT;GLO
624;MRT.624;SSA.171;SSA;MRT;GLO
625;MRT.625;SSA.180;SSA;MRT;GLO
626;MRT.626;SSA.190;SSA;MRT;GLO
627;MRT.627;SSA.158;SSA;MRT;GLO
628;MRT.628;SSA.168;SSA;MRT;GLO
629;MRT.629;SSA.168;SSA;MRT;GLO
630;MRT.630;SSA.168;SSA;MRT;GLO
631;MRT.631;SSA.168;SSA;MRT;GLO
632;MRT.632;SSA.173;SSA;MRT;GLO
633;MRT.633;SSA.173;SSA;MRT;GLO
634;MRT.634;SSA.180;SSA;MRT;GLO
635;MRT.635;SSA.186;SSA;MRT;GLO
636;MRT.636;SSA.180;SSA;MRT;GLO
637;MRT.637;SSA.191;SSA;MRT;GLO
638;MRT.638;SSA.191;SSA;MRT;GLO
639;MRT.639;SSA.191;SSA;MRT;GLO
640;MRT.640;SSA.191;SSA;MRT;GLO
641;MRT.641;SSA.179;SSA;MRT;GLO
642;MRT.642;SSA.173;SSA;MRT;GLO
643;LBR.643;SSA.172;SSA;LBR;GLO
644;LBR.644;SSA.182;SSA;LBR;GLO
645;LBR.645;SSA.182;SSA;LBR;GLO
646;CIV.646;SSA.153;SSA;CIV;GLO
647;CIV.647;SSA.153;SSA;CIV;GLO
648;CIV.648;SSA.153;SSA;CIV;GLO
649;CIV.649;SSA.153;SSA;CIV;GLO
650;CIV.650;SSA.153;SSA;CIV;GLO
651;CIV.651;SSA.172;SSA;CIV;GLO
652;CIV.652;SSA.172;SSA;CIV;GLO
653;CIV.653;SSA.188;SSA;CIV;GLO
654;CIV.654;SSA.188;SSA;CIV;GLO
655;MLI.655;SSA.184;SSA;MLI;GLO
656;MLI.656;SSA.184;SSA;MLI;GLO
657;MLI.657;SSA.184;SSA;MLI;GLO
658;MLI.658;SSA.184;SSA;MLI;GLO
659;MLI.659;SSA.169;SSA;MLI;GLO
660;MLI.660;SSA.184;SSA;MLI;GLO
661;MLI.661;SSA.169;SSA;MLI;GLO
662;MLI.662;SSA.184;SSA;MLI;GLO
663;MLI.663;SSA.159;SSA;MLI;GLO
664;MLI.664;SSA.159;SSA;MLI;GLO
665;MRT.665;SSA.159;SSA;MRT;GLO
666;MRT.666;SSA.190;SSA;MRT;GLO
667;MRT.667;SSA.180;SSA;MRT;GLO
668;MRT.668;SSA.190;SSA;MRT;GLO
669;MRT.669;SSA.190;SSA;MRT;GLO
670;MRT.670;SSA.180;SSA;MRT;GLO
671;MRT.671;SSA.190;SSA;MRT;GLO
672;MRT.672;SSA.168;SSA;MRT;GLO
673;MRT.673;SSA.168;SSA;MRT;GLO
674;MRT.674;SSA.168;SSA;MRT;GLO
675;MRT.675;SSA.168;SSA;MRT;GLO
676;MRT.676;SSA.168;SSA;MRT;GLO
677;MRT.677;SSA.173;SSA;MRT;GLO
678;MRT.678;SSA.173;SSA;MRT;GLO
679;MRT.679;SSA.173;SSA;MRT;GLO
680;MRT.680;SSA.186;SSA;MRT;GLO
681;MRT.681;SSA.180;SSA;MRT;GLO
682;MRT.682;SSA.191;SSA;MRT;GLO
683;MRT.683;SSA.191;SSA;MRT;GLO
684;MRT.684;SSA.191;SSA;MRT;GLO
685;MRT.685;SSA.191;SSA;MRT;GLO
686;MRT.686;SSA.191;SSA;MRT;GLO
687;MRT.687;SSA.173;SSA;MRT;GLO
688;CIV.688;SSA.182;SSA;CIV;GLO
689;CIV.689;SSA.153;SSA;CIV;GLO
690;CIV.690;SSA.153;SSA;CIV;GLO
691;CIV.691;SSA.182;SSA;CIV;GLO
692;CIV.692;SSA.153;SSA;CIV;GLO
693;CIV.693;SSA.172;SSA;CIV;GLO
694;CIV.694;SSA.188;SSA;CIV;GLO
695;CIV.695;SSA.153;SSA;CIV;GLO
696;CIV.696;SSA.153;SSA;CIV;GLO
697;CIV.697;SSA.188;SSA;CIV;GLO
698;CIV.698;SSA.153;SSA;CIV;GLO
699;CIV.699;SSA.188;SSA;CIV;GLO
700;MLI.700;SSA.188;SSA;MLI;GLO
701;MLI.701;SSA.184;SSA;MLI;GLO
702;MLI.702;SSA.184;SSA;MLI;GLO
703;MLI.703;SSA.169;SSA;MLI;GLO
704;MLI.704;SSA.169;SSA;MLI;GLO
705;MLI.705;SSA.169;SSA;MLI;GLO
706;MLI.706;SSA.169;SSA;MLI;GLO
707;MLI.707;SSA.169;SSA;MLI;GLO
708;MLI.708;SSA.157;SSA;MLI;GLO
709;MLI.709;SSA.159;SSA;MLI;GLO
710;MRT.710;SSA.159;SSA;MRT;GLO
711;MRT.711;SSA.167;SSA;MRT;GLO
712;MRT.712;SSA.167;SSA;MRT;GLO
713;MRT.713;SSA.167;SSA;MRT;GLO
714;MRT.714;SSA.186;SSA;MRT;GLO
715;MRT.715;SSA.158;SSA;MRT;GLO
716;MRT.716;SSA.158;SSA;MRT;GLO
717;MRT.717;SSA.158;SSA;MRT;GLO
718;MRT.718;SSA.168;SSA;MRT;GLO
719;MRT.719;SSA.168;SSA;MRT;GLO
720;MRT.720;SSA.168;SSA;MRT;GLO
721;MRT.721;SSA.168;SSA;MRT;GLO
722;MRT.722;SSA.173;SSA;MRT;GLO
723;MRT.723;SSA.173;SSA;MRT;GLO
724;MRT.724;SSA.173;SSA;MRT;GLO
725;MRT.725;SSA.173;SSA;MRT;GLO
726;MRT.726;SSA.173;SSA;MRT;GLO
727;MRT.727;SSA.191;SSA;MRT;GLO
728;MRT.728;SSA.191;SSA;MRT;GLO
729;MRT.729;SSA.191;SSA;MRT;GLO
730;MRT.730;SSA.191;SSA;MRT;GLO
731;MRT.731;SSA.191;SSA;MRT;GLO
732;CIV.732;SSA.182;SSA;CIV;GLO
733;CIV.733;SSA.153;SSA;CIV;GLO
734;CIV.734;SSA.182;SSA;CIV;GLO
735;CIV.735;SSA.182;SSA;CIV;GLO
736;CIV.736;SSA.153;SSA;CIV;GLO
737;CIV.737;SSA.162;SSA;CIV;GLO
738;CIV.738;SSA.162;SSA;CIV;GLO
739;CIV.739;SSA.153;SSA;CIV;GLO
740;CIV.740;SSA.172;SSA;CIV;GLO
741;CIV.741;SSA.188;SSA;CIV;GLO
742;CIV.742;SSA.153;SSA;CIV;GLO
743;CIV.743;SSA.188;SSA;CIV;GLO
744;MLI.744;SSA.184;SSA;MLI;GLO
745;MLI.745;SSA.184;SSA;MLI;GLO
746;MLI.746;SSA.184;SSA;MLI;GLO
747;MLI.747;SSA.169;SSA;MLI;GLO
748;MLI.748;SSA.184;SSA;MLI;GLO
749;MLI.749;SSA.169;SSA;MLI;GLO
750;MLI.750;SSA.169;SSA;MLI;GLO
751;MLI.751;SSA.169;SSA;MLI;GLO
752;MLI.752;SSA.170;SSA;MLI;GLO
753;MLI.753;SSA.157;SSA;MLI;GLO
754;MRT.754;SSA.167;SSA;MRT;GLO
755;MRT.755;SSA.167;SSA;MRT;GLO
756;MRT.756;SSA.167;SSA;MRT;GLO
757;MRT.757;SSA.167;SSA;MRT;GLO
758;MRT.758;SSA.190;SSA;MRT;GLO
759;MRT.759;SSA.190;SSA;MRT;GLO
760;MRT.760;SSA.168;SSA;MRT;GLO
761;MRT.761;SSA.158;SSA;MRT;GLO
762;MRT.762;SSA.158;SSA;MRT;GLO
763;MRT.763;SSA.168;SSA;MRT;GLO
764;MRT.764;SSA.168;SSA;MRT;GLO
765;MRT.765;SSA.173;SSA;MRT;GLO
766;MRT.766;SSA.173;SSA;MRT;GLO
767;MRT.767;SSA.173;SSA;MRT;GLO
768;MRT.768;SSA.173;SSA;MRT;GLO
769;MRT.769;SSA.191;SSA;MRT;GLO
770;MRT.770;SSA.191;SSA;MRT;GLO
771;MRT.771;SSA.173;SSA;MRT;GLO
772;MRT.772;SSA.191;SSA;MRT;GLO
773;MRT.773;SSA.191;SSA;MRT;GLO
774;MRT.774;SSA.191;SSA;MRT;GLO
775;CIV.775;SSA.153;SSA;CIV;GLO
776;CIV.776;SSA.182;SSA;CIV;GLO
777;CIV.777;SSA.153;SSA;CIV;GLO
778;CIV.778;SSA.182;SSA;CIV;GLO
779;CIV.779;SSA.172;SSA;CIV;GLO
780;CIV.780;SSA.172;SSA;CIV;GLO
781;CIV.781;SSA.162;SSA;CIV;GLO
782;CIV.782;SSA.172;SSA;CIV;GLO
783;CIV.783;SSA.172;SSA;CIV;GLO
784;CIV.784;SSA.188;SSA;CIV;GLO
785;CIV.785;SSA.153;SSA;CIV;GLO
786;MLI.786;SSA.184;SSA;MLI;GLO
787;MLI.787;SSA.184;SSA;MLI;GLO
788;MLI.788;SSA.184;SSA;MLI;GLO
789;MLI.789;SSA.169;SSA;MLI;GLO
790;MLI.790;SSA.169;SSA;MLI;GLO
791;MLI.791;SSA.169;SSA;MLI;GLO
792;MLI.792;SSA.169;SSA;MLI;GLO
793;MLI.793;SSA.169;SSA;MLI;GLO
794;MLI.794;SSA.170;SSA;MLI;GLO
795;MLI.795;SSA.170;SSA;MLI;GLO
796;MRT.796;SSA.159;SSA;MRT;GLO
797;MRT.797;SSA.180;SSA;MRT;GLO
798;MRT.798;SSA.167;SSA;MRT;GLO
799;MRT.799;SSA.180;SSA;MRT;GLO
800;MRT.800;SSA.180;SSA;MRT;GLO
801;MRT.801;SSA.168;SSA;MRT;GLO
802;MRT.802;SSA.158;SSA;MRT;GLO
803;MRT.803;SSA.158;SSA;MRT;GLO
804;MRT.804;SSA.190;SSA;MRT;GLO
805;MRT.805;SSA.190;SSA;MRT;GLO
806;MRT.806;SSA.186;SSA;MRT;GLO
807;MRT.807;SSA.173;SSA;MRT;GLO
808;MRT.808;SSA.173;SSA;MRT;GLO
809;MLI.809;SSA.173;SSA;MLI;GLO
810;MLI.810;SSA.186;SSA;MLI;GLO
811;MLI.811;SSA.179;SSA;MLI;GLO
812;MLI.812;SSA.191;SSA;MLI;GLO
813;MLI.813;SSA.173;SSA;MLI;GLO
814;MLI.814;SSA.173;SSA;MLI;GLO
815;MRT.815;SSA.191;SSA;MRT;GLO
816;MRT.816;SSA.191;SSA;MRT;GLO
817;CIV.817;SSA.182;SSA;CIV;GLO
818;CIV.818;SSA.153;SSA;CIV;GLO
819;CIV.819;SSA.182;SSA;CIV;GLO
820;CIV.820;SSA.172;SSA;CIV;GLO
821;CIV.821;SSA.172;SSA;CIV;GLO
822;CIV.822;SSA.153;SSA;CIV;GLO
823;CIV.823;SSA.172;SSA;CIV;GLO
824;CIV.824;SSA.172;SSA;CIV;GLO
825;CIV.825;SSA.188;SSA;CIV;GLO
826;CIV.826;SSA.153;SSA;CIV;GLO
827;CIV.827;SSA.188;SSA;CIV;GLO
828;MLI.828;SSA.188;SSA;MLI;GLO
829;MLI.829;SSA.188;SSA;MLI;GLO
830;MLI.830;SSA.184;SSA;MLI;GLO
831;MLI.831;SSA.169;SSA;MLI;GLO
832;MLI.832;SSA.169;SSA;MLI;GLO
833;MLI.833;SSA.184;SSA;MLI;GLO
834;MLI.834;SSA.169;SSA;MLI;GLO
835;MLI.835;SSA.169;SSA;MLI;GLO
836;MLI.836;SSA.170;SSA;MLI;GLO
837;MLI.837;SSA.170;SSA;MLI;GLO
838;MRT.838;SSA.167;SSA;MRT;GLO
839;MRT.839;SSA.180;SSA;MRT;GLO
840;MRT.840;SSA.180;SSA;MRT;GLO
841;MRT.841;SSA.190;SSA;MRT;GLO
842;MRT.842;SSA.158;SSA;MRT;GLO
843;MLI.843;SSA.168;SSA;MLI;GLO
844;MLI.844;SSA.168;SSA;MLI;GLO
845;MLI.845;SSA.158;SSA;MLI;GLO
846;MLI.846;SSA.158;SSA;MLI;GLO
847;MLI.847;SSA.190;SSA;MLI;GLO
848;MLI.848;SSA.186;SSA;MLI;GLO
849;MLI.849;SSA.173;SSA;MLI;GLO
850;MLI.850;SSA.173;SSA;MLI;GLO
851;MLI.851;SSA.173;SSA;MLI;GLO
852;MLI.852;SSA.186;SSA;MLI;GLO
853;MLI.853;SSA.179;SSA;MLI;GLO
854;MLI.854;SSA.191;SSA;MLI;GLO
855;MLI.855;SSA.191;SSA;MLI;GLO
856;MLI.856;SSA.173;SSA;MLI;GLO
857;MRT.857;SSA.173;SSA;MRT;GLO
858;CIV.858;SSA.153;SSA;CIV;GLO
859;CIV.859;SSA.182;SSA;CIV;GLO
860;CIV.860;SSA.162;SSA;CIV;GLO
861;CIV.861;SSA.172;SSA;CIV;GLO
862;CIV.862;SSA.172;SSA;CIV;GLO
863;CIV.863;SSA.172;SSA;CIV;GLO
864;CIV.864;SSA.172;SSA;CIV;GLO
865;CIV.865;SSA.153;SSA;CIV;GLO
866;CIV.866;SSA.188;SSA;CIV;GLO
867;CIV.867;SSA.153;SSA;CIV;GLO
868;CIV.868;SSA.188;SSA;CIV;GLO
869;BFA.869;SSA.188;SSA;BFA;GLO
870;BFA.870;SSA.188;SSA;BFA;GLO
871;MLI.871;SSA.184;SSA;MLI;GLO
872;MLI.872;SSA.169;SSA;MLI;GLO
873;MLI.873;SSA.169;SSA;MLI;GLO
874;MLI.874;SSA.184;SSA;MLI;GLO
875;MLI.875;SSA.169;SSA;MLI;GLO
876;MLI.876;SSA.170;SSA;MLI;GLO
877;MLI.877;SSA.157;SSA;MLI;GLO
878;MLI.878;SSA.170;SSA;MLI;GLO
879;MLI.879;SSA.159;SSA;MLI;GLO
880;MLI.880;SSA.159;SSA;MLI;GLO
881;MLI.881;SSA.159;SSA;MLI;GLO
882;MLI.882;SSA.171;SSA;MLI;GLO
883;MLI.883;SSA.190;SSA;MLI;GLO
884;MLI.884;SSA.190;SSA;MLI;GLO
885;MLI.885;SSA.168;SSA;MLI;GLO
886;MLI.886;SSA.168;SSA;MLI;GLO
887;MLI.887;SSA.190;SSA;MLI;GLO
888;MLI.888;SSA.190;SSA;MLI;GLO
889;MLI.889;SSA.173;SSA;MLI;GLO
890;MLI.890;SSA.173;SSA;MLI;GLO
891;MLI.891;SSA.173;SSA;MLI;GLO
892;MLI.892;SSA.173;SSA;MLI;GLO
893;MLI.893;SSA.186;SSA;MLI;GLO
894;MLI.894;SSA.179;SSA;MLI;GLO
895;MLI.895;SSA.191;SSA;MLI;GLO
896;MLI.896;SSA.191;SSA;MLI;GLO
897;MLI.897;SSA.191;SSA;MLI;GLO
898;MRT.898;SSA.173;SSA;MRT;GLO
899;CIV.899;SSA.182;SSA;CIV;GLO
900;CIV.900;SSA.182;SSA;CIV;GLO
901;CIV.901;SSA.182;SSA;CIV;GLO
902;CIV.902;SSA.172;SSA;CIV;GLO
903;CIV.903;SSA.153;SSA;CIV;GLO
904;CIV.904;SSA.182;SSA;CIV;GLO
905;CIV.905;SSA.153;SSA;CIV;GLO
906;CIV.906;SSA.153;SSA;CIV;GLO
907;CIV.907;SSA.153;SSA;CIV;GLO
908;CIV.908;SSA.188;SSA;CIV;GLO
909;BFA.909;SSA.188;SSA;BFA;GLO
910;BFA.910;SSA.188;SSA;BFA;GLO
911;BFA.911;SSA.188;SSA;BFA;GLO
912;BFA.912;SSA.188;SSA;BFA;GLO
913;MLI.913;SSA.184;SSA;MLI;GLO
914;MLI.914;SSA.169;SSA;MLI;GLO
915;MLI.915;SSA.184;SSA;MLI;GLO
916;MLI.916;SSA.169;SSA;MLI;GLO
917;MLI.917;SSA.169;SSA;MLI;GLO
918;MLI.918;SSA.170;SSA;MLI;GLO
919;MLI.919;SSA.170;SSA;MLI;GLO
920;MLI.920;SSA.167;SSA;MLI;GLO
921;MLI.921;SSA.159;SSA;MLI;GLO
922;MLI.922;SSA.171;SSA;MLI;GLO
923;MLI.923;SSA.171;SSA;MLI;GLO
924;MLI.924;SSA.190;SSA;MLI;GLO
925;MLI.925;SSA.168;SSA;MLI;GLO
926;MLI.926;SSA.168;SSA;MLI;GLO
927;MLI.927;SSA.168;SSA;MLI;GLO
928;MLI.928;SSA.186;SSA;MLI;GLO
929;MLI.929;SSA.186;SSA;MLI;GLO
930;MLI.930;SSA.173;SSA;MLI;GLO
931;MLI.931;SSA.173;SSA;MLI;GLO
932;MLI.932;SSA.173;SSA;MLI;GLO
933;MLI.933;SSA.173;SSA;MLI;GLO
934;MLI.934;SSA.180;SSA;MLI;GLO
935;MLI.935;SSA.179;SSA;MLI;GLO
936;MLI.936;SSA.191;SSA;MLI;GLO
937;MLI.937;SSA.191;SSA;MLI;GLO
938;MLI.938;SSA.191;SSA;MLI;GLO
939;CIV.939;SSA.153;SSA;CIV;GLO
940;CIV.940;SSA.172;SSA;CIV;GLO
941;CIV.941;SSA.182;SSA;CIV;GLO
942;CIV.942;SSA.153;SSA;CIV;GLO
943;CIV.943;SSA.172;SSA;CIV;GLO
944;CIV.944;SSA.172;SSA;CIV;GLO
945;CIV.945;SSA.153;SSA;CIV;GLO
946;CIV.946;SSA.153;SSA;CIV;GLO
947;CIV.947;SSA.153;SSA;CIV;GLO
948;BFA.948;SSA.188;SSA;BFA;GLO
949;BFA.949;SSA.188;SSA;BFA;GLO
950;BFA.950;SSA.188;SSA;BFA;GLO
951;BFA.951;SSA.188;SSA;BFA;GLO
952;BFA.952;SSA.184;SSA;BFA;GLO
953;BFA.953;SSA.188;SSA;BFA;GLO
954;BFA.954;SSA.184;SSA;BFA;GLO
955;MLI.955;SSA.169;SSA;MLI;GLO
956;MLI.956;SSA.184;SSA;MLI;GLO
957;MLI.957;SSA.170;SSA;MLI;GLO
958;MLI.958;SSA.170;SSA;MLI;GLO
959;MLI.959;SSA.170;SSA;MLI;GLO
960;MLI.960;SSA.167;SSA;MLI;GLO
961;MLI.961;SSA.159;SSA;MLI;GLO
962;MLI.962;SSA.171;SSA;MLI;GLO
963;MLI.963;SSA.171;SSA;MLI;GLO
964;MLI.964;SSA.171;SSA;MLI;GLO
965;MLI.965;SSA.171;SSA;MLI;GLO
966;MLI.966;SSA.190;SSA;MLI;GLO
967;MLI.967;SSA.186;SSA;MLI;GLO
968;MLI.968;SSA.186;SSA;MLI;GLO
969;MLI.969;SSA.186;SSA;MLI;GLO
970;MLI.970;SSA.186;SSA;MLI;GLO
971;MLI.971;SSA.173;SSA;MLI;GLO
972;MLI.972;SSA.173;SSA;MLI;GLO
973;MLI.973;SSA.173;SSA;MLI;GLO
974;MLI.974;SSA.186;SSA;MLI;GLO
975;MLI.975;SSA.179;SSA;MLI;GLO
976;MLI.976;SSA.191;SSA;MLI;GLO
977;MLI.977;SSA.191;SSA;MLI;GLO
978;CIV.978;SSA.182;SSA;CIV;GLO
979;CIV.979;SSA.153;SSA;CIV;GLO
980;CIV.980;SSA.182;SSA;CIV;GLO
981;CIV.981;SSA.182;SSA;CIV;GLO
982;CIV.982;SSA.153;SSA;CIV;GLO
983;CIV.983;SSA.153;SSA;CIV;GLO
984;CIV.984;SSA.182;SSA;CIV;GLO
985;CIV.985;SSA.153;SSA;CIV;GLO
986;CIV.986;SSA.188;SSA;CIV;GLO
987;CIV.987;SSA.188;SSA;CIV;GLO
988;BFA.988;SSA.188;SSA;BFA;GLO
989;BFA.989;SSA.188;SSA;BFA;GLO
990;BFA.990;SSA.188;SSA;BFA;GLO
991;BFA.991;SSA.184;SSA;BFA;GLO
992;BFA.992;SSA.184;SSA;BFA;GLO
993;BFA.993;SSA.184;SSA;BFA;GLO
994;BFA.994;SSA.184;SSA;BFA;GLO
995;MLI.995;SSA.169;SSA;MLI;GLO
996;MLI.996;SSA.169;SSA;MLI;GLO
997;MLI.997;SSA.170;SSA;MLI;GLO
998;MLI.998;SSA.170;SSA;MLI;GLO
999;MLI.999;SSA.167;SSA;MLI;GLO
1000;MLI.1000;SSA.167;SSA;MLI;GLO
1001;MLI.1001;SSA.159;SSA;MLI;GLO
1002;MLI.1002;SSA.171;SSA;MLI;GLO
1003;MLI.1003;SSA.171;SSA;MLI;GLO
1004;MLI.1004;SSA.171;SSA;MLI;GLO
1005;MLI.1005;SSA.190;SSA;MLI;GLO
1006;MLI.1006;SSA.186;SSA;MLI;GLO
1007;MLI.1007;SSA.180;SSA;MLI;GLO
1008;MLI.1008;SSA.180;SSA;MLI;GLO
1009;MLI.1009;SSA.186;SSA;MLI;GLO
1010;MLI.1010;SSA.173;SSA;MLI;GLO
1011;MLI.1011;SSA.173;SSA;MLI;GLO
1012;MLI.1012;SSA.186;SSA;MLI;GLO
1013;MLI.1013;SSA.186;SSA;MLI;GLO
1014;MLI.1014;SSA.180;SSA;MLI;GLO
1015;MLI.1015;SSA.191;SSA;MLI;GLO
1016;MLI.1016;SSA.191;SSA;MLI;GLO
1017;CIV.1017;SSA.172;SSA;CIV;GLO
1018;CIV.1018;SSA.182;SSA;CIV;GLO
1019;CIV.1019;SSA.153;SSA;CIV;GLO
1020;CIV.1020;SSA.162;SSA;CIV;GLO
1021;CIV.1021;SSA.172;SSA;CIV;GLO
1022;CIV.1022;SSA.172;SSA;CIV;GLO
1023;CIV.1023;SSA.153;SSA;CIV;GLO
1024;CIV.1024;SSA.153;SSA;CIV;GLO
1025;CIV.1025;SSA.153;SSA;CIV;GLO
1026;CIV.1026;SSA.188;SSA;CIV;GLO
1027;BFA.1027;SSA.188;SSA;BFA;GLO
1028;BFA.1028;SSA.188;SSA;BFA;GLO
1029;BFA.1029;SSA.184;SSA;BFA;GLO
1030;BFA.1030;SSA.184;SSA;BFA;GLO
1031;BFA.1031;SSA.184;SSA;BFA;GLO
1032;BFA.1032;SSA.169;SSA;BFA;GLO
1033;BFA.1033;SSA.184;SSA;BFA;GLO
1034;MLI.1034;SSA.157;SSA;MLI;GLO
1035;MLI.1035;SSA.159;SSA;MLI;GLO
1036;MLI.1036;SSA.170;SSA;MLI;GLO
1037;MLI.1037;SSA.170;SSA;MLI;GLO
1038;MLI.1038;SSA.167;SSA;MLI;GLO
1039;MLI.1039;SSA.167;SSA;MLI;GLO
1040;MLI.1040;SSA.167;SSA;MLI;GLO
1041;MLI.1041;SSA.171;SSA;MLI;GLO
1042;MLI.1042;SSA.171;SSA;MLI;GLO
1043;MLI.1043;SSA.171;SSA;MLI;GLO
1044;MLI.1044;SSA.167;SSA;MLI;GLO
1045;MLI.1045;SSA.186;SSA;MLI;GLO
1046;MLI.1046;SSA.190;SSA;MLI;GLO
1047;MLI.1047;SSA.186;SSA;MLI;GLO
1048;MLI.1048;SSA.186;SSA;MLI;GLO
1049;MLI.1049;SSA.186;SSA;MLI;GLO
1050;MLI.1050;SSA.186;SSA;MLI;GLO
1051;MLI.1051;SSA.186;SSA;MLI;GLO
1052;MLI.1052;SSA.186;SSA;MLI;GLO
1053;MLI.1053;SSA.180;SSA;MLI;GLO
1054;MLI.1054;SSA.159;SSA;MLI;GLO
1055;GHA.1055;SSA.153;SSA;GHA;GLO
1056;GHA.1056;SSA.153;SSA;GHA;GLO
1057;GHA.1057;SSA.182;SSA;GHA;GLO
1058;GHA.1058;SSA.153;SSA;GHA;GLO
1059;GHA.1059;SSA.182;SSA;GHA;GLO
1060;GHA.1060;SSA.172;SSA;GHA;GLO
1061;CIV.1061;SSA.153;SSA;CIV;GLO
1062;CIV.1062;SSA.172;SSA;CIV;GLO
1063;CIV.1063;SSA.153;SSA;CIV;GLO
1064;GHA.1064;SSA.184;SSA;GHA;GLO
1065;GHA.1065;SSA.169;SSA;GHA;GLO
1066;GHA.1066;SSA.169;SSA;GHA;GLO
1067;BFA.1067;SSA.184;SSA;BFA;GLO
1068;BFA.1068;SSA.169;SSA;BFA;GLO
